geneID	chr	start	end
LOC100122470	NC_045760.1	1620679	1628950
LOC100122471	NC_045759.1	7764876	7767816
LOC100122472	NC_045761.1	6829639	6831110
LOC100122473	NC_045759.1	17142246	17230824
LOC100122474	NC_045760.1	30428571	30444133
LOC100122475	NC_045758.1	30654850	30727016
LOC100122476	NC_045757.1	33770468	33779350
LOC100122477	NC_045759.1	24373366	24379210
LOC100122478	NC_045760.1	27538048	27539487
LOC100122479	NC_045757.1	16306174	16308528
LOC100122480	NC_045760.1	1611487	1615999
LOC100122481	NC_045758.1	13110391	13128330
LOC100122482	NC_045759.1	7720965	7763510
LOC100122483	NC_045761.1	6819111	6829097
LOC100122484	NC_045761.1	18999876	19051319
LOC100122487	NC_045759.1	24376910	24383118
LOC100122488	NC_045761.1	25171205	25180820
LOC100122489	NC_045758.1	6205555	6210981
LOC100122490	NC_045760.1	27534329	27537786
LOC100122493	NC_045760.1	30391086	30396605
LOC100122494	NC_045758.1	25202839	25205625
LOC100122495	NC_045758.1	16839712	16842260
LOC100122497	NC_045758.1	30856384	30857121
LOC100122498	NC_045759.1	24383107	24392482
LOC100122499	NC_045761.1	25165540	25171755
LOC100122500	NC_045758.1	6210947	6214677
LOC100122501	NC_045760.1	1606088	1608523
LOC100122502	NC_045758.1	13060052	13108343
LOC100122503	NC_045761.1	6804682	6811271
LOC100122504	NC_045761.1	19050227	19054102
LOC100122505	NC_045761.1	1439028	1456444
LOC100122506	NC_045759.1	2314556	2414272
LOC100122507	NC_045758.1	30738794	30741840
LOC100122508	NC_045757.1	33794561	33802884
LOC100122509	NC_045758.1	30853148	30856442
LOC100122511	NC_045758.1	13055041	13060063
LOC100122512	NC_045759.1	7714205	7718021
LOC100122513	NC_045760.1	30378981	30380156
LOC100122514	NC_045761.1	19054680	19056571
LOC100122515	NC_045758.1	25182648	25184786
LOC100122516	NC_045758.1	16844145	16848778
LOC100122517	NC_045757.1	1796022	1816849
LOC100122518	NC_045758.1	30741714	30749312
LOC100122519	NC_045757.1	33803123	33808357
LOC100122520	NC_045758.1	30834349	30853485
LOC100122521	NC_045759.1	24393635	24398458
LOC100122522	NC_045761.1	25158259	25164854
LOC100122523	NC_045758.1	6214648	6231077
LOC100122525	NC_045760.1	1578702	1581560
LOC100122526	NC_045758.1	13053363	13055054
LOC100122527	NC_045759.1	17106291	17111909
LOC100122528	NC_045760.1	30353508	30371485
LOC100122529	NC_045761.1	19057342	19060645
LOC100122530	NC_045758.1	25180399	25182168
LOC100122531	NC_045758.1	16851169	16854467
LOC100122533	NC_045758.1	30749573	30752323
LOC100122534	NC_045757.1	33808143	33810918
LOC100122535	NC_045759.1	24403545	24421649
LOC100122536	NC_045761.1	25132981	25151063
LOC100122537	NC_045757.1	16330538	16334587
LOC100122538	NC_045760.1	1575270	1578581
LOC100122539	NC_045758.1	13051153	13053624
LOC100122540	NC_045759.1	7590327	7597198
LOC100122541	NC_045761.1	6783550	6794112
LOC100122542	NC_045759.1	16982108	17095880
LOC100122543	NC_045760.1	30341409	30349547
LOC100122544	NC_045761.1	1465711	1470046
LOC100122545	NC_045757.1	1824847	1832085
LOC100122546	NC_045759.1	2420144	2422799
LOC100122547	NC_045758.1	30752446	30763706
LOC100122548	NC_045757.1	33810633	33816170
LOC100122549	NC_045760.1	27512121	27534312
LOC100122550	NC_045757.1	16334576	16335955
LOC100122551	NC_045759.1	7579539	7584370
LOC100122552	NC_045760.1	30334615	30337188
LOC100122553	NC_045758.1	16879780	16888915
LOC100122554	NC_045757.1	1841448	1842741
LOC100122555	NC_045758.1	30763796	30828676
LOC100122556	NC_045759.1	24424423	24426435
LOC100122557	NC_045761.1	25129216	25132856
LOC100122558	NC_045758.1	6233345	6341403
LOC100122559	NC_045760.1	27507595	27534398
LOC100122560	NC_045757.1	16339235	16341976
LOC100122561	NC_045760.1	1558118	1559727
LOC100122562	NC_045758.1	13034508	13048996
LOC100122564	NC_045761.1	19115423	19117268
LOC100122565	NC_045758.1	25144077	25171158
LOC100122566	NC_045761.1	1472789	1473508
LOC100122567	NC_045759.1	2425305	2545613
LOC100122568	NC_045758.1	30829229	30831703
LOC100122569	NC_045759.1	24426240	24437034
LOC100122571	NC_045760.1	27496978	27505610
LOC100122573	NC_045760.1	1556622	1558236
LOC100122574	NC_045759.1	7559844	7569141
LOC100122576	NC_045759.1	16958221	16961890
LOC100122577	NC_045758.1	25134813	25142960
LOC100122578	NC_045761.1	1473497	1492716
LOC100122580	NC_045759.1	2546001	2557114
LOC100122581	NC_045758.1	30831496	30833802
LOC100122582	NC_045759.1	24430538	24432396
LOC100122583	NC_045761.1	25125313	25126972
LOC100122585	NC_045757.1	16344110	16353289
LOC100122586	NC_045760.1	1552014	1557319
LOC100122587	NC_045759.1	7548883	7558983
LOC100122588	NC_045759.1	16932677	16958281
LOC100122589	NC_045760.1	30319991	30322022
LOC100122590	NC_045758.1	25125672	25131634
LOC100122591	NC_045761.1	1491806	1502102
LOC100122592	NC_045759.1	2556955	2559134
LOC100122593	NC_045757.1	33837973	33840248
LOC100122595	NC_045761.1	25116507	25122965
LOC100122597	NC_045760.1	27490415	27496406
LOC100122598	NC_045757.1	16353293	16358392
LOC100122599	NC_045758.1	13016073	13026038
LOC100122600	NC_045759.1	16859796	16924023
LOC100122601	NC_045758.1	25120351	25125735
LOC100122602	NC_045761.1	1502366	1507573
LOC100122603	NC_045759.1	2559346	2562445
LOC100122604	NC_045757.1	33829826	33858648
LOC100122605	NC_045761.1	25108490	25116288
LOC100122606	NC_045758.1	6351249	6353830
LOC100122607	NC_045760.1	27483585	27488405
LOC100122608	NC_045757.1	16354976	16357757
LOC100122609	NC_045760.1	1544108	1549565
LOC100122611	NC_045761.1	6768526	6772560
LOC100122612	NC_045759.1	16790550	16834860
LOC100122613	NC_045760.1	30313962	30317503
LOC100122614	NC_045758.1	25102898	25107181
LOC100122615	NC_045759.1	2567133	2584120
LOC100122616	NC_045757.1	33859339	33860823
LOC100122617	NC_045759.1	24442053	24446119
LOC100122618	NC_045758.1	6353768	6358905
LOC100122620	NC_045757.1	16358714	16362045
LOC100122621	NC_045760.1	1531067	1541560
LOC100122622	NC_045758.1	13010736	13015916
LOC100122623	NC_045759.1	7541093	7547073
LOC100122625	NC_045759.1	16781071	16790131
LOC100122626	NC_045760.1	30313305	30314457
LOC100122627	NC_045761.1	19134730	19139081
LOC100122628	NC_045759.1	2586303	2587446
LOC100122629	NC_045757.1	33860764	33863384
LOC100122630	NC_045761.1	25102817	25107767
LOC100122632	NC_045760.1	27440780	27481053
LOC100122633	NC_045757.1	16362162	16365721
LOC100122634	NC_045759.1	7537665	7539395
LOC100122635	NC_045761.1	6735718	6755080
LOC100122636	NC_045759.1	16772297	16779189
LOC100122637	NC_045758.1	25040445	25079762
LOC100122640	NC_045757.1	33871334	33873936
LOC100122641	NC_045759.1	24448193	24452012
LOC100122642	NC_045761.1	25025775	25062031
LOC100122643	NC_045758.1	6362572	6367299
LOC100122644	NC_045760.1	27420700	27438685
LOC100122645	NC_045757.1	16365659	16367415
LOC100122647	NC_045758.1	12988650	13007807
LOC100122648	NC_045761.1	6732677	6735543
LOC100122650	NC_045757.1	1858594	1874600
LOC100122651	NC_045759.1	2590082	2604523
LOC100122652	NC_045757.1	33876892	33881114
LOC100122653	NC_045758.1	6367429	6425947
LOC100122657	NC_045759.1	7526593	7540766
LOC100122658	NC_045761.1	6730077	6732430
LOC100122659	NC_045759.1	16760017	16770748
LOC100122660	NC_045760.1	30295596	30299588
LOC100122661	NC_045761.1	19170225	19178024
LOC100122663	NC_045757.1	1881065	1965144
LOC100122664	NC_045759.1	2605397	2609975
LOC100122665	NC_045757.1	33890392	34018409
LOC100122666	NC_045760.1	27391013	27413758
LOC100122667	NC_045757.1	16367700	16370948
LOC100122668	NC_045758.1	12910233	12912409
LOC100122669	NC_045759.1	7516033	7525599
LOC100122670	NC_045761.1	6727639	6729618
LOC100122672	NC_045761.1	19178148	19181324
LOC100122673	NC_045758.1	25012114	25020155
LOC100122675	NC_045757.1	33938707	33940114
LOC100122676	NC_045761.1	24957709	24966719
LOC100122678	NC_045760.1	27406998	27408702
LOC100122680	NC_045760.1	1515126	1517095
LOC100122681	NC_045759.1	7510902	7512948
LOC100122683	NC_045759.1	16737456	16759382
LOC100122685	NC_045758.1	24986104	25013512
LOC100122687	NC_045757.1	33943146	33943742
LOC100122688	NC_045759.1	24493173	24495245
LOC100122689	NC_045758.1	6436450	6440271
LOC100122691	NC_045760.1	1502515	1515601
LOC100122692	NC_045758.1	12902270	12906623
LOC100122693	NC_045761.1	6722426	6723427
LOC100122694	NC_045759.1	16747712	16749138
LOC100122695	NC_045761.1	19184845	19188493
LOC100122696	NC_045759.1	2615447	2629246
LOC100122698	NC_045759.1	24496395	24510556
LOC100122699	NC_045758.1	6444061	6490268
LOC100122700	NC_045760.1	1489834	1501505
LOC100122701	NC_045758.1	12898818	12902109
LOC100122702	NC_045759.1	16726058	16731147
LOC100122703	NC_045761.1	19189945	19192311
LOC100122705	NC_045761.1	1556110	1557253
LOC100122706	NC_045757.1	1963897	1970220
LOC100122707	NC_045757.1	34026311	34030747
LOC100122708	NC_045759.1	24528596	24535154
LOC100122711	NC_045759.1	16722210	16725973
LOC100122713	NC_045761.1	19192294	19197289
LOC100122714	NC_045758.1	24939293	24984293
LOC100122716	NC_045757.1	1971907	2134445
LOC100122717	NC_045759.1	2631666	2647118
LOC100122718	NC_045757.1	34030956	34050102
LOC100122719	NC_045759.1	24538033	24540189
LOC100122720	NC_045760.1	1477968	1489685
LOC100122721	NC_045758.1	12707013	12787341
LOC100122722	NC_045759.1	7462351	7466828
LOC100122723	NC_045761.1	6716807	6717688
LOC100122724	NC_045758.1	24926184	24932946
LOC100122726	NC_045759.1	2647585	2651212
LOC100122727	NC_045757.1	34058425	34063294
LOC100122728	NC_045759.1	24540204	24543639
LOC100122730	NC_045760.1	1469421	1478840
LOC100122732	NC_045761.1	6711923	6712929
LOC100122733	NC_045759.1	16712405	16719351
LOC100122734	NC_045761.1	19211153	19213709
LOC100122735	NC_045758.1	24923321	24927094
LOC100122736	NC_045761.1	1574978	1583623
LOC100122738	NC_045759.1	24542844	24546533
LOC100122739	NC_045758.1	6494234	6496181
LOC100122740	NC_045760.1	27345679	27353198
LOC100122741	NC_045760.1	1465965	1468219
LOC100122742	NC_045759.1	7449752	7457824
LOC100122744	NC_045759.1	16713699	16715691
LOC100122745	NC_045760.1	30193396	30233220
LOC100122746	NC_045761.1	1583501	1594630
LOC100122747	NC_045757.1	2137806	2186804
LOC100122748	NC_045759.1	24547183	24555602
LOC100122749	NC_045758.1	6496229	6499910
LOC100122750	NC_045759.1	7436132	7437817
LOC100122751	NC_045761.1	6705954	6706401
LOC100122752	NC_045759.1	16710785	16714196
LOC100122753	NC_045760.1	30191255	30193031
LOC100122754	NC_045761.1	19215964	19220892
LOC100122755	NC_045761.1	1595520	1599102
LOC100122756	NC_045757.1	2188036	2190535
LOC100122757	NC_045757.1	34072629	34078327
LOC100122758	NC_045759.1	24558418	24563311
LOC100122759	NC_045758.1	12416899	12706642
LOC100122760	NC_045759.1	7430291	7436162
LOC100122761	NC_045761.1	6703887	6705630
LOC100122762	NC_045760.1	30189491	30191161
LOC100122764	NC_045761.1	1599500	1605171
LOC100122765	NC_045759.1	2654694	2657864
LOC100122766	NC_045757.1	34080340	34108599
LOC100122767	NC_045758.1	6508453	6553850
LOC100122768	NC_045760.1	27304304	27305459
LOC100122769	NC_045760.1	1445925	1451004
LOC100122770	NC_045761.1	6700042	6703978
LOC100122772	NC_045757.1	2194314	2201787
LOC100122773	NC_045759.1	2657854	2659687
LOC100122774	NC_045759.1	24572900	24582778
LOC100122775	NC_045760.1	1438083	1443502
LOC100122776	NC_045758.1	12398295	12408854
LOC100122777	NC_045759.1	7423541	7427808
LOC100122778	NC_045761.1	6689431	6700095
LOC100122780	NC_045761.1	19224603	19237089
LOC100122781	NC_045758.1	24900104	24907418
LOC100122782	NC_045761.1	1605780	1609163
LOC100122783	NC_045757.1	2201898	2203787
LOC100122784	NC_045759.1	2659800	2664281
LOC100122785	NC_045757.1	34108812	34124756
LOC100122786	NC_045760.1	27281366	27282705
LOC100122788	NC_045759.1	7398608	7421089
LOC100122789	NC_045761.1	6674866	6688820
LOC100122790	NC_045759.1	16703133	16705409
LOC100122791	NC_045761.1	19239711	19247244
LOC100122792	NC_045757.1	2206937	2217587
LOC100122793	NC_045759.1	2668771	2676722
LOC100122794	NC_045759.1	24587186	24592370
LOC100122795	NC_045761.1	24865994	24894377
LOC100122796	NC_045758.1	6556959	6558680
LOC100122797	NC_045760.1	27272130	27280988
LOC100122798	NC_045758.1	12390884	12391955
LOC100122799	NC_045759.1	7389338	7392178
LOC100122800	NC_045761.1	6671760	6672840
LOC100122801	NC_045759.1	16697346	16702583
LOC100122802	NC_045761.1	19249243	19266671
LOC100122803	NC_045758.1	24866566	24893326
LOC100122804	NC_045761.1	1624914	1715038
LOC100122805	NC_045757.1	34131795	34147230
LOC100122806	NC_045759.1	24592364	24594751
LOC100122808	NC_045758.1	6560501	6563044
LOC100122809	NC_045760.1	27263589	27270970
LOC100122810	NC_045760.1	1423483	1426736
LOC100122811	NC_045759.1	7384360	7388883
LOC100122812	NC_045761.1	6664438	6671883
LOC100122813	NC_045759.1	16678272	16696658
LOC100122815	NC_045758.1	24831190	24838049
LOC100122816	NC_045757.1	2221003	2221615
LOC100122817	NC_045759.1	2671339	2687719
LOC100122818	NC_045757.1	34147548	34149253
LOC100122819	NC_045759.1	24594802	24597462
LOC100122820	NC_045761.1	24846694	24851692
LOC100122822	NC_045760.1	27257190	27264082
LOC100122823	NC_045760.1	1422124	1424189
LOC100122824	NC_045758.1	12314171	12389112
LOC100122825	NC_045759.1	7369854	7382630
LOC100122826	NC_045761.1	6648720	6664270
LOC100122827	NC_045761.1	19353307	19357923
LOC100122828	NC_045758.1	24810159	24829146
LOC100122829	NC_045757.1	2222173	2223768
LOC100122830	NC_045759.1	2687404	2689841
LOC100122832	NC_045759.1	24597379	24600450
LOC100122833	NC_045761.1	24696242	24847378
LOC100122834	NC_045758.1	6564603	6566413
LOC100122835	NC_045760.1	27251770	27258368
LOC100122836	NC_045760.1	1420752	1422752
LOC100122837	NC_045758.1	12328739	12341534
LOC100122838	NC_045761.1	6640036	6648756
LOC100122839	NC_045759.1	16650921	16657425
LOC100122840	NC_045761.1	19357977	19362570
LOC100122841	NC_045757.1	2221994	2223646
LOC100122842	NC_045759.1	2689977	2691198
LOC100122843	NC_045757.1	34154010	34163414
LOC100122844	NC_045759.1	24600626	24606095
LOC100122845	NC_045761.1	24699842	24713190
LOC100122846	NC_045758.1	6565712	6567978
LOC100122847	NC_045760.1	27244761	27246006
LOC100122848	NC_045761.1	6617779	6639591
LOC100122849	NC_045759.1	16637848	16649303
LOC100122851	NC_045761.1	1830418	1841539
LOC100122852	NC_045757.1	2223703	2225858
LOC100122853	NC_045757.1	34163825	34168049
LOC100122854	NC_045759.1	24606083	24607896
LOC100122855	NC_045760.1	1414680	1417572
LOC100122856	NC_045761.1	6615436	6618266
LOC100122857	NC_045760.1	30079512	30085702
LOC100122858	NC_045761.1	19363020	19365913
LOC100122859	NC_045761.1	1842078	1846963
LOC100122860	NC_045757.1	2226079	2227711
LOC100122861	NC_045759.1	2689474	2737392
LOC100122862	NC_045759.1	24608060	24610451
LOC100122863	NC_045761.1	24682581	24688291
LOC100122864	NC_045758.1	6567863	6577911
LOC100122865	NC_045760.1	27221887	27232279
LOC100122866	NC_045760.1	1408686	1414696
LOC100122867	NC_045758.1	12299626	12304013
LOC100122869	NC_045761.1	6597811	6600904
LOC100122870	NC_045759.1	16597224	16624348
LOC100122872	NC_045761.1	19369794	19371646
LOC100122873	NC_045761.1	1865837	2005062
LOC100122874	NC_045757.1	2227719	2229902
LOC100122875	NC_045759.1	2738265	2740873
LOC100122877	NC_045759.1	24610776	24626625
LOC100122878	NC_045758.1	6584151	6588854
LOC100122879	NC_045760.1	1405575	1408585
LOC100122880	NC_045761.1	6592610	6606330
LOC100122881	NC_045759.1	16585228	16597192
LOC100122882	NC_045760.1	30076548	30079318
LOC100122884	NC_045759.1	2740981	2743420
LOC100122885	NC_045757.1	34163555	34245702
LOC100122886	NC_045759.1	24643865	24645888
LOC100122887	NC_045761.1	24659749	24677773
LOC100122888	NC_045758.1	6589059	6593590
LOC100122889	NC_045760.1	27217318	27218133
LOC100122890	NC_045760.1	1376830	1405499
LOC100122891	NC_045759.1	7135262	7136540
LOC100122892	NC_045761.1	6583684	6592642
LOC100122893	NC_045759.1	16586114	16588779
LOC100122894	NC_045760.1	30069160	30075785
LOC100122895	NC_045761.1	19372020	19384889
LOC100122896	NC_045761.1	2016621	2024461
LOC100122898	NC_045759.1	2743403	2745492
LOC100122899	NC_045757.1	34248498	34251426
LOC100122900	NC_045759.1	24646008	24648191
LOC100122901	NC_045758.1	6593621	6600784
LOC100122902	NC_045760.1	27215622	27216295
LOC100122903	NC_045760.1	1386066	1393109
LOC100122904	NC_045759.1	7127781	7135276
LOC100122905	NC_045761.1	6579948	6583904
LOC100122907	NC_045757.1	2236895	2242026
LOC100122908	NC_045759.1	24647358	24650122
LOC100122909	NC_045758.1	6598764	6600920
LOC100122910	NC_045760.1	27208284	27210773
LOC100122911	NC_045760.1	1383710	1385172
LOC100122912	NC_045759.1	16549929	16552391
LOC100122913	NC_045760.1	30050238	30058898
LOC100122914	NC_045761.1	19434779	19437438
LOC100122915	NC_045761.1	2027359	2030176
LOC100122916	NC_045757.1	2242218	2250621
LOC100122917	NC_045759.1	2751191	2759270
LOC100122918	NC_045759.1	24650245	24652588
LOC100122921	NC_045760.1	1380560	1383516
LOC100122922	NC_045758.1	12273784	12280080
LOC100122923	NC_045759.1	16542440	16549200
LOC100122924	NC_045761.1	2031133	2033852
LOC100122925	NC_045759.1	2754529	2756471
LOC100122926	NC_045759.1	24654753	24655690
LOC100122927	NC_045758.1	6606245	6610129
LOC100122928	NC_045760.1	1378006	1384615
LOC100122929	NC_045758.1	12271687	12274369
LOC100122930	NC_045761.1	6574267	6575780
LOC100122932	NC_045760.1	30029632	30036558
LOC100122933	NC_045761.1	2032630	2146410
LOC100122934	NC_045757.1	2251597	2254317
LOC100122935	NC_045759.1	2756996	2768221
LOC100122936	NC_045757.1	34396729	34397400
LOC100122937	NC_045759.1	24656300	24664108
LOC100122938	NC_045758.1	6611443	6617270
LOC100122939	NC_045760.1	1376958	1377924
LOC100122940	NC_045758.1	12269560	12271434
LOC100122941	NC_045761.1	6572154	6574212
LOC100122942	NC_045759.1	16534898	16542181
LOC100122943	NC_045760.1	30017090	30029452
LOC100122944	NC_045761.1	19461981	19515605
LOC100122946	NC_045757.1	2254353	2257655
LOC100122947	NC_045759.1	2768899	2771851
LOC100122948	NC_045759.1	24663927	24676246
LOC100122949	NC_045760.1	27156090	27172814
LOC100122950	NC_045760.1	1374357	1376921
LOC100122951	NC_045758.1	12264347	12268564
LOC100122952	NC_045761.1	6565014	6572153
LOC100122953	NC_045760.1	30015253	30016866
LOC100122955	NC_045761.1	2149884	2154862
LOC100122956	NC_045757.1	2257813	2262308
LOC100122957	NC_045759.1	2773017	2777698
LOC100122958	NC_045759.1	24676337	24684992
LOC100122959	NC_045761.1	24441401	24445230
LOC100122960	NC_045758.1	6627166	6631112
LOC100122962	NC_045758.1	12256129	12264391
LOC100122963	NC_045760.1	30008408	30015220
LOC100122964	NC_045761.1	19523650	19529328
LOC100122965	NC_045761.1	2154932	2173813
LOC100122966	NC_045757.1	2260840	2261907
LOC100122967	NC_045759.1	2779552	2789699
LOC100122968	NC_045757.1	34421431	34425717
LOC100122969	NC_045760.1	1357457	1365876
LOC100122971	NC_045761.1	6540024	6557783
LOC100122972	NC_045759.1	16512723	16515633
LOC100122973	NC_045760.1	29993348	30005715
LOC100122975	NC_045759.1	2791441	2801680
LOC100122976	NC_045757.1	34431399	34435677
LOC100122977	NC_045759.1	24691646	24698617
LOC100122978	NC_045761.1	24416370	24427398
LOC100122979	NC_045758.1	12251196	12253450
LOC100122980	NC_045759.1	16455832	16465508
LOC100122981	NC_045760.1	29986770	29993892
LOC100122982	NC_045761.1	2187051	2190858
LOC100122984	NC_045759.1	2804543	2808883
LOC100122985	NC_045759.1	24698712	24704628
LOC100122986	NC_045758.1	6643386	6748055
LOC100122987	NC_045760.1	1284088	1352506
LOC100122988	NC_045758.1	12244022	12248717
LOC100122989	NC_045759.1	7095411	7098988
LOC100122990	NC_045761.1	6524436	6529282
LOC100122991	NC_045760.1	29982276	29986749
LOC100122992	NC_045761.1	19541002	19544061
LOC100122993	NC_045761.1	2193493	2263259
LOC100122994	NC_045759.1	2809108	2820513
LOC100122995	NC_045757.1	34464573	34469132
LOC100122996	NC_045759.1	24708082	24716635
LOC100122997	NC_045761.1	24378880	24414298
LOC100122998	NC_045758.1	6748229	6749923
LOC100122999	NC_045760.1	1279854	1283246
LOC100123000	NC_045758.1	12240791	12244137
LOC100123001	NC_045761.1	6521811	6525693
LOC100123002	NC_045757.1	2269956	2275004
LOC100123003	NC_045757.1	34484482	34539785
LOC100123004	NC_045761.1	24375769	24378255
LOC100123005	NC_045758.1	6749098	6753007
LOC100123007	NC_045760.1	1273387	1279720
LOC100123008	NC_045758.1	12238213	12240608
LOC100123009	NC_045759.1	7089498	7092219
LOC100123010	NC_045761.1	6515917	6521776
LOC100123011	NC_045759.1	16295118	16298171
LOC100123012	NC_045760.1	29976753	29981036
LOC100123013	NC_045761.1	2331640	2346241
LOC100123014	NC_045759.1	2835058	2841692
LOC100123015	NC_045759.1	24719605	24721390
LOC100123016	NC_045761.1	24369284	24375949
LOC100123017	NC_045758.1	6755416	6764081
LOC100123018	NC_045760.1	27056601	27061095
LOC100123019	NC_045760.1	1270768	1271791
LOC100123020	NC_045758.1	12235677	12237583
LOC100123021	NC_045759.1	7086644	7089882
LOC100123022	NC_045760.1	29964297	29975425
LOC100123024	NC_045761.1	2346580	2351728
LOC100123026	NC_045759.1	24721290	24729948
LOC100123027	NC_045758.1	6764331	6765998
LOC100123028	NC_045760.1	27046211	27056492
LOC100123029	NC_045760.1	1267509	1271868
LOC100123031	NC_045759.1	7080045	7086858
LOC100123032	NC_045761.1	6502526	6505583
LOC100123033	NC_045759.1	15939327	16119274
LOC100123034	NC_045761.1	19552348	19557651
LOC100123035	NC_045761.1	2353675	2438130
LOC100123036	NC_045757.1	2282093	2287441
LOC100123037	NC_045759.1	2840396	2841259
LOC100123038	NC_045757.1	34544174	34546782
LOC100123039	NC_045759.1	24732111	24735380
LOC100123040	NC_045761.1	24362520	24366628
LOC100123041	NC_045758.1	6765814	6767564
LOC100123042	NC_045760.1	1264304	1268090
LOC100123044	NC_045759.1	7076248	7079952
LOC100123045	NC_045761.1	6487366	6502717
LOC100123046	NC_045760.1	29951510	29955695
LOC100123047	NC_045761.1	19565613	19599446
LOC100123048	NC_045761.1	2385884	2417017
LOC100123050	NC_045757.1	34546765	34554747
LOC100123052	NC_045761.1	24355040	24362952
LOC100123053	NC_045760.1	27043332	27044015
LOC100123054	NC_045760.1	1231372	1263749
LOC100123056	NC_045761.1	6464373	6481562
LOC100123057	NC_045759.1	15806976	15942577
LOC100123058	NC_045760.1	29949124	29951235
LOC100123060	NC_045757.1	34554684	34578874
LOC100123061	NC_045761.1	24348042	24354292
LOC100123062	NC_045758.1	6771105	6776153
LOC100123063	NC_045760.1	26953133	27039510
LOC100123064	NC_045760.1	1227138	1227758
LOC100123066	NC_045759.1	7070578	7071636
LOC100123067	NC_045760.1	29902646	29948041
LOC100123068	NC_045761.1	19599640	19603672
LOC100123069	NC_045757.1	2294162	2294980
LOC100123070	NC_045757.1	34578883	34583118
LOC100123072	NC_045760.1	1224370	1225897
LOC100123073	NC_045759.1	7067620	7070509
LOC100123074	NC_045761.1	19603767	19609639
LOC100123075	NC_045761.1	2438469	2449356
LOC100123076	NC_045759.1	2896927	2898164
LOC100123078	NC_045761.1	24164701	24341698
LOC100123079	NC_045758.1	6777733	6781621
LOC100123080	NC_045759.1	7063590	7067296
LOC100123081	NC_045761.1	6427872	6430544
LOC100123082	NC_045761.1	19609756	19611482
LOC100123084	NC_045759.1	2902966	2906091
LOC100123085	NC_045757.1	34584010	34591526
LOC100123087	NC_045760.1	26939646	26942625
LOC100123088	NC_045758.1	12162932	12164211
LOC100123089	NC_045761.1	6425820	6428104
LOC100123090	NC_045761.1	19611708	19618683
LOC100123092	NC_045757.1	2309394	2316089
LOC100123094	NC_045761.1	24211561	24217353
LOC100123095	NC_045758.1	6799397	6808865
LOC100123096	NC_045758.1	12161169	12162980
LOC100123097	NC_045759.1	7037299	7058703
LOC100123099	NC_045761.1	19623580	19627913
LOC100123100	NC_045761.1	2461473	2472842
LOC100123101	NC_045757.1	2315723	2322561
LOC100123102	NC_045757.1	34594919	34597636
LOC100123103	NC_045758.1	6810186	6858251
LOC100123104	NC_045760.1	1186138	1225086
LOC100123105	NC_045758.1	12154222	12160530
LOC100123106	NC_045759.1	6997911	7036309
LOC100123109	NC_045760.1	29896110	29900081
LOC100123110	NC_045761.1	2472467	2477216
LOC100123111	NC_045757.1	2322845	2326092
LOC100123112	NC_045759.1	2919943	2923241
LOC100123113	NC_045757.1	34597625	34600429
LOC100123114	NC_045761.1	24151183	24156579
LOC100123115	NC_045758.1	12146166	12154465
LOC100123116	NC_045759.1	6987085	6994807
LOC100123117	NC_045761.1	6395256	6399275
LOC100123118	NC_045761.1	2475862	2481527
LOC100123119	NC_045757.1	2326216	2329094
LOC100123120	NC_045757.1	34600468	34602161
LOC100123121	NC_045761.1	24141457	24150679
LOC100123122	NC_045758.1	6864697	6874076
LOC100123123	NC_045760.1	26920515	26921222
LOC100123124	NC_045758.1	12140831	12146434
LOC100123125	NC_045761.1	6393267	6395855
LOC100123126	NC_045759.1	15762028	15765580
LOC100123127	NC_045761.1	2484554	2490128
LOC100123128	NC_045757.1	2330363	2349393
LOC100123129	NC_045757.1	34603596	34609392
LOC100123130	NC_045758.1	6875015	6877265
LOC100123131	NC_045760.1	26861222	26867348
LOC100123133	NC_045761.1	6388998	6392487
LOC100123134	NC_045759.1	15638827	15761874
LOC100123135	NC_045760.1	29888447	29890522
LOC100123136	NC_045761.1	19652194	19660194
LOC100123137	NC_045757.1	2335508	2337639
LOC100123138	NC_045759.1	2929848	2930646
LOC100123139	NC_045757.1	34622966	34626285
LOC100123140	NC_045758.1	6877895	6884016
LOC100123141	NC_045760.1	1171311	1173251
LOC100123142	NC_045758.1	12133304	12136804
LOC100123143	NC_045761.1	6383181	6388712
LOC100123144	NC_045759.1	15524920	15630460
LOC100123145	NC_045760.1	29887100	29888125
LOC100123147	NC_045761.1	2494045	2497422
LOC100123148	NC_045757.1	34626363	34628203
LOC100123149	NC_045758.1	6885785	6940871
LOC100123150	NC_045758.1	12127603	12133200
LOC100123152	NC_045760.1	29881353	29887117
LOC100123153	NC_045761.1	2498250	2508318
LOC100123154	NC_045759.1	2947300	2948420
LOC100123155	NC_045757.1	34628194	34629804
LOC100123156	NC_045758.1	6932346	6934249
LOC100123157	NC_045760.1	1137849	1143305
LOC100123158	NC_045758.1	12107213	12118121
LOC100123159	NC_045761.1	6361223	6373850
LOC100123161	NC_045759.1	2949004	2950459
LOC100123162	NC_045757.1	34629918	34634463
LOC100123163	NC_045758.1	6915800	6942974
LOC100123164	NC_045760.1	1135934	1137751
LOC100123167	NC_045761.1	2509935	2512618
LOC100123168	NC_045757.1	34632881	34672892
LOC100123169	NC_045758.1	6943095	6947644
LOC100123170	NC_045760.1	1134517	1136608
LOC100123172	NC_045761.1	2512279	2516100
LOC100123174	NC_045757.1	34670681	34680390
LOC100123175	NC_045758.1	6954352	6967868
